timestamps,values
2019-07-01T00:00:00Z,994.2798210481033
2019-07-01T00:01:00Z,1003.9537990194666
2019-07-01T00:02:00Z,994.47834508044
2019-07-01T00:03:00Z,1008.563986858685
2019-07-01T00:04:00Z,993.3002323014306
2019-07-01T00:05:00Z,1013.9900348215256
2019-07-01T00:06:00Z,1038.6728887248396
2019-07-01T00:07:00Z,1020.747221455072
2019-07-01T00:08:00Z,1026.4724138134359
2019-07-01T00:09:00Z,1026.445280124044
2019-07-01T00:10:00Z,993.1870069422704
2019-07-01T00:11:00Z,1030.1167303181585
2019-07-01T00:12:00Z,1004.6771401237073
2019-07-01T00:13:00Z,1007.6193308381303
2019-07-01T00:14:00Z,1021.2125344597481
2019-07-01T00:15:00Z,1045.6582885129992
2019-07-01T00:16:00Z,983.3921859791541
2019-07-01T00:17:00Z,1006.9790998077938
2019-07-01T00:18:00Z,1017.2074414825908
2019-07-01T00:19:00Z,1034.0904489642407
2019-07-01T00:20:00Z,1040.7065749503035
2019-07-01T00:21:00Z,1026.236543122421
2019-07-01T00:22:00Z,1003.8446515800728
2019-07-01T00:23:00Z,1031.595919754008
2019-07-01T00:24:00Z,1031.3770623203966
2019-07-01T00:25:00Z,1036.719132659391
2019-07-01T00:26:00Z,1038.8757919807003
2019-07-01T00:27:00Z,1052.905645384959
2019-07-01T00:28:00Z,1057.4210459469386
2019-07-01T00:29:00Z,968.6566406304339
2019-07-01T00:30:00Z,1001.6746335504102
2019-07-01T00:31:00Z,1067.6790562745857
2019-07-01T00:32:00Z,996.7051597767959
2019-07-01T00:33:00Z,1022.6700675554669
2019-07-01T00:34:00Z,1032.4851995932386
2019-07-01T00:35:00Z,1062.5294028715093
2019-07-01T00:36:00Z,1011.4636219185261
2019-07-01T00:37:00Z,1035.7249333459333
2019-07-01T00:38:00Z,1028.8379227281048
2019-07-01T00:39:00Z,1019.5769441191582
2019-07-01T00:40:00Z,1030.583363457241
2019-07-01T00:41:00Z,1008.7559665826998
2019-07-01T00:42:00Z,1007.9018367525082
2019-07-01T00:43:00Z,1034.6257449390337
2019-07-01T00:44:00Z,1013.4789794670872
2019-07-01T00:45:00Z,988.8807495279698
2019-07-01T00:46:00Z,1047.0899976587675
2019-07-01T00:47:00Z,1036.4396002152175
