timestamps,values
2019-07-01T00:00:00Z,16.57836815722617
2019-07-01T00:01:00Z,19.309757589508788
2019-07-01T00:02:00Z,18.023408978624047
2019-07-01T00:03:00Z,18.439667732123254
2019-07-01T00:04:00Z,17.418783146474215
2019-07-01T00:05:00Z,18.263897409471298
2019-07-01T00:06:00Z,19.456031757051825
2019-07-01T00:07:00Z,16.087107608837147
2019-07-01T00:08:00Z,19.113552668600814
2019-07-01T00:09:00Z,17.144014806700007
2019-07-01T00:10:00Z,18.217223320656455
2019-07-01T00:11:00Z,17.91873389806464
2019-07-01T00:12:00Z,17.924523609446393
2019-07-01T00:13:00Z,18.458821073342346
2019-07-01T00:14:00Z,15.933327075846764
2019-07-01T00:15:00Z,19.11765372685135
2019-07-01T00:16:00Z,17.054776812970232
2019-07-01T00:17:00Z,22.91955737054746
2019-07-01T00:18:00Z,17.13676751776559
2019-07-01T00:19:00Z,20.56485391325619
2019-07-01T00:20:00Z,18.84454183862492
2019-07-01T00:21:00Z,19.326943002532524
2019-07-01T00:22:00Z,20.594973453601355
2019-07-01T00:23:00Z,18.3818806631203
2019-07-01T00:24:00Z,18.81291989181023
2019-07-01T00:25:00Z,15.733641356725663
2019-07-01T00:26:00Z,17.047836785263897
2019-07-01T00:27:00Z,15.532545281720687
2019-07-01T00:28:00Z,19.687218730290073
2019-07-01T00:29:00Z,17.701121543612157
2019-07-01T00:30:00Z,19.09910261233534
2019-07-01T00:31:00Z,20.89966917005351
2019-07-01T00:32:00Z,20.409755040947264
2019-07-01T00:33:00Z,19.22572978576505
2019-07-01T00:34:00Z,16.785289092052032
2019-07-01T00:35:00Z,19.52676758036095
2019-07-01T00:36:00Z,17.261378858929646
2019-07-01T00:37:00Z,20.259841408896975
2019-07-01T00:38:00Z,16.673801447060878
2019-07-01T00:39:00Z,19.49413523766736
2019-07-01T00:40:00Z,19.041348529247216
2019-07-01T00:41:00Z,20.131531483779895
2019-07-01T00:42:00Z,17.207485984130567
2019-07-01T00:43:00Z,19.761681757878673
2019-07-01T00:44:00Z,19.252753399257795
2019-07-01T00:45:00Z,17.087397098867516
2019-07-01T00:46:00Z,20.293259108602303
2019-07-01T00:47:00Z,20.589175651256276
2019-07-01T00:48:00Z,18.441041236801933
2019-07-01T00:49:00Z,18.545532928486082
2019-07-01T00:50:00Z,17.575970972478014
2019-07-01T00:51:00Z,18.906127322079406
2019-07-01T00:52:00Z,16.381685020756933
