timestamps,values
2019-07-01T00:00:00Z,14.543639106538418
2019-07-01T00:01:00Z,17.04205710611022
2019-07-01T00:02:00Z,16.332067423824768
2019-07-01T00:03:00Z,17.259811088647496
2019-07-01T00:04:00Z,15.715983183926337
2019-07-01T00:05:00Z,14.500255939963887
2019-07-01T00:06:00Z,10.799874341065554
2019-07-01T00:07:00Z,12.074847152778926
2019-07-01T00:08:00Z,14.361158869520061
2019-07-01T00:09:00Z,15.027692301108182
2019-07-01T00:10:00Z,15.382778033296642
2019-07-01T00:11:00Z,16.85311640537103
2019-07-01T00:12:00Z,10.955596178609541
2019-07-01T00:13:00Z,15.19785826292733
2019-07-01T00:14:00Z,17.582475064847845
2019-07-01T00:15:00Z,17.137549044718686
2019-07-01T00:16:00Z,12.669659199912765
2019-07-01T00:17:00Z,13.755846360405178
2019-07-01T00:18:00Z,17.069834458578175
2019-07-01T00:19:00Z,12.57067878997896
2019-07-01T00:20:00Z,16.725614881395956
2019-07-01T00:21:00Z,13.122071580791138
2019-07-01T00:22:00Z,15.414376313020172
2019-07-01T00:23:00Z,17.73452055132195
2019-07-01T00:24:00Z,15.715563654364212
2019-07-01T00:25:00Z,14.913351955743902
2019-07-01T00:26:00Z,16.225824185217252
2019-07-01T00:27:00Z,17.44126536874505
2019-07-01T00:28:00Z,17.263285813166664
2019-07-01T00:29:00Z,13.725544144046154
2019-07-01T00:30:00Z,15.053897644387725
2019-07-01T00:31:00Z,15.9736141811821
2019-07-01T00:32:00Z,16.892489819501236
2019-07-01T00:33:00Z,14.937910626423097
2019-07-01T00:34:00Z,15.329719100331447
2019-07-01T00:35:00Z,12.597858021723916
2019-07-01T00:36:00Z,19.13616404087506
2019-07-01T00:37:00Z,12.665589248342389
2019-07-01T00:38:00Z,17.778264911337367
2019-07-01T00:39:00Z,13.83859599359652
2019-07-01T00:40:00Z,19.9919753245866
2019-07-01T00:41:00Z,15.834572023352479
2019-07-01T00:42:00Z,17.168082670343058
2019-07-01T00:43:00Z,15.95675898341845
2019-07-01T00:44:00Z,13.410516111446817
2019-07-01T00:45:00Z,13.385135796362968
2019-07-01T00:46:00Z,17.450698274550433
2019-07-01T00:47:00Z,14.44626064656951
2019-07-01T00:48:00Z,14.678217649912638
2019-07-01T00:49:00Z,13.720730469645261
2019-07-01T00:50:00Z,17.53338727070001
2019-07-01T00:51:00Z,15.893025550138656
2019-07-01T00:52:00Z,16.11205071986562
2019-07-01T00:53:00Z,16.673241465292566
2019-07-01T00:54:00Z,11.894733302042344
2019-07-01T00:55:00Z,13.243658826126916
2019-07-01T00:56:00Z,14.735441361411914
2019-07-01T00:57:00Z,15.716916299646538
2019-07-01T00:58:00Z,16.397408842475564
2019-07-01T00:59:00Z,14.263968718740582
2019-07-01T01:00:00Z,19.176978135621713
2019-07-01T01:01:00Z,12.51952936297425
2019-07-01T01:02:00Z,16.20722566247046
2019-07-01T01:03:00Z,14.309969629489956
2019-07-01T01:04:00Z,16.076764021833995
2019-07-01T01:05:00Z,15.729356689116475
2019-07-01T01:06:00Z,17.55061269610835
2019-07-01T01:07:00Z,14.83015332043639
2019-07-01T01:08:00Z,15.068802362223654
2019-07-01T01:09:00Z,11.543460921995397
2019-07-01T01:10:00Z,16.4855185186171
2019-07-01T01:11:00Z,13.767311849007266
2019-07-01T01:12:00Z,13.823887793142264
2019-07-01T01:13:00Z,13.265463927868343
2019-07-01T01:14:00Z,13.252454225131096
2019-07-01T01:15:00Z,16.935271972130806
2019-07-01T01:16:00Z,16.702970732478903
2019-07-01T01:17:00Z,15.969403903650639
2019-07-01T01:18:00Z,11.627321131950357
2019-07-01T01:19:00Z,15.571424619898414
2019-07-01T01:20:00Z,11.595247303653656
2019-07-01T01:21:00Z,12.93020793946381
2019-07-01T01:22:00Z,14.64408287576744
2019-07-01T01:23:00Z,12.899202950818541
2019-07-01T01:24:00Z,15.030933588923975
