timestamps,values
2019-07-01T00:00:00Z,5.01791770476829
2019-07-01T00:01:00Z,5.138428335781943
2019-07-01T00:02:00Z,5.014507238595
2019-07-01T00:03:00Z,4.855247683150387
2019-07-01T00:04:00Z,5.1209333110864534
2019-07-01T00:05:00Z,4.863452592694894
2019-07-01T00:06:00Z,4.9506526176840175
2019-07-01T00:07:00Z,5.266318641815427
2019-07-01T00:08:00Z,5.083227824823393
2019-07-01T00:09:00Z,5.234061755084607
2019-07-01T00:10:00Z,5.023915753277789
2019-07-01T00:11:00Z,4.836980851547977
2019-07-01T00:12:00Z,4.620816326121087
2019-07-01T00:13:00Z,4.920294401394737
2019-07-01T00:14:00Z,4.9586396837151945
2019-07-01T00:15:00Z,5.13971907937612
2019-07-01T00:16:00Z,4.893890041843136
2019-07-01T00:17:00Z,5.159459183462328
2019-07-01T00:18:00Z,5.240960070887491
2019-07-01T00:19:00Z,5.014261188312216
2019-07-01T00:20:00Z,5.049263315494806
2019-07-01T00:21:00Z,5.246470331097541
2019-07-01T00:22:00Z,4.939988645474497
2019-07-01T00:23:00Z,4.987248414126346
2019-07-01T00:24:00Z,4.9392163366671396
2019-07-01T00:25:00Z,5.172305434104301
2019-07-01T00:26:00Z,4.498555020650624
2019-07-01T00:27:00Z,4.805003623062305
2019-07-01T00:28:00Z,5.021592479666656
2019-07-01T00:29:00Z,5.018193737544344
2019-07-01T00:30:00Z,5.001763545541823
2019-07-01T00:31:00Z,5.067345001577596
2019-07-01T00:32:00Z,5.127885178822837
2019-07-01T00:33:00Z,4.802829070876703
2019-07-01T00:34:00Z,5.039309859855083
2019-07-01T00:35:00Z,5.201675134492478
2019-07-01T00:36:00Z,5.067406669762011
2019-07-01T00:37:00Z,4.779117624775196
2019-07-01T00:38:00Z,5.317290075020013
2019-07-01T00:39:00Z,5.0430061418692125
2019-07-01T00:40:00Z,5.038390478105558
2019-07-01T00:41:00Z,4.867243890571876
2019-07-01T00:42:00Z,5.04393688300067
2019-07-01T00:43:00Z,4.958052552050456
2019-07-01T00:44:00Z,5.100714351556984
2019-07-01T00:45:00Z,5.033630931683178
2019-07-01T00:46:00Z,4.771396048184091
2019-07-01T00:47:00Z,5.100280989001578
2019-07-01T00:48:00Z,4.994114802040617
2019-07-01T00:49:00Z,4.829374295698367
2019-07-01T00:50:00Z,5.27391355603475
2019-07-01T00:51:00Z,5.093116899726054
2019-07-01T00:52:00Z,4.6837047344947145
2019-07-01T00:53:00Z,5.067677381000267
2019-07-01T00:54:00Z,4.670579919153987
2019-07-01T00:55:00Z,4.990914715108845
2019-07-01T00:56:00Z,5.0559977055447085
2019-07-01T00:57:00Z,5.173285954751522
2019-07-01T00:58:00Z,4.900321208568304
2019-07-01T00:59:00Z,4.897254430429831
2019-07-01T01:00:00Z,4.912208849725359
2019-07-01T01:01:00Z,5.237486261835516
2019-07-01T01:02:00Z,5.08214328425519
2019-07-01T01:03:00Z,5.025289330813153
2019-07-01T01:04:00Z,5.385734260949473
2019-07-01T01:05:00Z,4.91447825779008
2019-07-01T01:06:00Z,5.066366367059266
2019-07-01T01:07:00Z,5.0647910099977835
2019-07-01T01:08:00Z,4.9090584289522585
2019-07-01T01:09:00Z,5.133301034047706
2019-07-01T01:10:00Z,5.122136545353812
2019-07-01T01:11:00Z,5.001200777702103
2019-07-01T01:12:00Z,5.213392690504329
2019-07-01T01:13:00Z,4.825066497594273
2019-07-01T01:14:00Z,4.605153281325877
2019-07-01T01:15:00Z,4.879976432523771
2019-07-01T01:16:00Z,4.713231385989794
