timestamps,values
2019-07-01T00:00:00Z,101.42850546891229
2019-07-01T00:01:00Z,79.26630149933425
2019-07-01T00:02:00Z,106.23499560658175
2019-07-01T00:03:00Z,83.75899656086594
2019-07-01T00:04:00Z,103.04826023245217
2019-07-01T00:05:00Z,90.85043781402493
2019-07-01T00:06:00Z,93.48197417172044
2019-07-01T00:07:00Z,63.70033962782321
2019-07-01T00:08:00Z,83.77912391081414
2019-07-01T00:09:00Z,83.33144883879737
2019-07-01T00:10:00Z,79.32003688377412
2019-07-01T00:11:00Z,104.56889596725432
2019-07-01T00:12:00Z,97.87855512804428
2019-07-01T00:13:00Z,74.57384163100573
2019-07-01T00:14:00Z,93.56330738916508
2019-07-01T00:15:00Z,105.3869716976696
2019-07-01T00:16:00Z,84.99361971324257
2019-07-01T00:17:00Z,100.11616829080748
2019-07-01T00:18:00Z,116.66061828288896
2019-07-01T00:19:00Z,84.2075918763146
2019-07-01T00:20:00Z,102.75665173413816
2019-07-01T00:21:00Z,98.42891074466957
2019-07-01T00:22:00Z,85.06060617132395
2019-07-01T00:23:00Z,84.04768913853678
2019-07-01T00:24:00Z,88.97548597564824
2019-07-01T00:25:00Z,91.91746607194237
2019-07-01T00:26:00Z,89.83874199483526
2019-07-01T00:27:00Z,81.43989469362143
2019-07-01T00:28:00Z,76.312560677681
2019-07-01T00:29:00Z,73.89878330465433
2019-07-01T00:30:00Z,83.26252343643691
2019-07-01T00:31:00Z,66.14485565360982
2019-07-01T00:32:00Z,85.36336513829389
2019-07-01T00:33:00Z,70.554268521959
2019-07-01T00:34:00Z,67.09378653512945
2019-07-01T00:35:00Z,91.55536005875379
2019-07-01T00:36:00Z,82.74276023161872
2019-07-01T00:37:00Z,68.61429755292805
2019-07-01T00:38:00Z,75.37012105553225
2019-07-01T00:39:00Z,85.21381990715192
2019-07-01T00:40:00Z,110.13558347115526
2019-07-01T00:41:00Z,108.99729181179208
2019-07-01T00:42:00Z,93.0649391342302
2019-07-01T00:43:00Z,98.251129980356
2019-07-01T00:44:00Z,98.02738578887814
2019-07-01T00:45:00Z,74.29324701619478
2019-07-01T00:46:00Z,56.15420042945478
2019-07-01T00:47:00Z,84.89129037570845
2019-07-01T00:48:00Z,101.49048542088029
2019-07-01T00:49:00Z,105.22925888372625
2019-07-01T00:50:00Z,76.4372945772307
2019-07-01T00:51:00Z,75.37695289443673
2019-07-01T00:52:00Z,122.63397535116835
2019-07-01T00:53:00Z,93.13678783481896
2019-07-01T00:54:00Z,88.77004071564551
2019-07-01T00:55:00Z,88.59604644618886
2019-07-01T00:56:00Z,65.92056256571671
2019-07-01T00:57:00Z,85.98272560379309
2019-07-01T00:58:00Z,72.72582540623253
2019-07-01T00:59:00Z,79.32924759143755
2019-07-01T01:00:00Z,97.2108194232377
2019-07-01T01:01:00Z,59.22340917346557
2019-07-01T01:02:00Z,97.8910083574357
2019-07-01T01:03:00Z,93.41525240076074
2019-07-01T01:04:00Z,125.98214330879989
2019-07-01T01:05:00Z,91.29221970033639
2019-07-01T01:06:00Z,91.07007734496167
2019-07-01T01:07:00Z,99.37902632560359
2019-07-01T01:08:00Z,92.04530796371404
2019-07-01T01:09:00Z,74.12473253864384
2019-07-01T01:10:00Z,72.51282081144372
2019-07-01T01:11:00Z,43.466898217763486
2019-07-01T01:12:00Z,87.85238656327442
2019-07-01T01:13:00Z,105.16549578284624
2019-07-01T01:14:00Z,91.72546569002964
2019-07-01T01:15:00Z,91.59808169627509
2019-07-01T01:16:00Z,73.60396107245562
2019-07-01T01:17:00Z,78.47224259641074
2019-07-01T01:18:00Z,69.82574438449092
2019-07-01T01:19:00Z,82.46454707031258
2019-07-01T01:20:00Z,97.05950304859618
2019-07-01T01:21:00Z,80.35083898449227
2019-07-01T01:22:00Z,70.02999389734
2019-07-01T01:23:00Z,87.6544734563009
2019-07-01T01:24:00Z,93.49250273527208
2019-07-01T01:25:00Z,78.88640333640409
2019-07-01T01:26:00Z,81.54657166987677
2019-07-01T01:27:00Z,86.14465971439
2019-07-01T01:28:00Z,95.10254904434913
2019-07-01T01:29:00Z,69.24103945191463
2019-07-01T01:30:00Z,98.97954009886169
2019-07-01T01:31:00Z,75.59835383559862
2019-07-01T01:32:00Z,83.02026233000656
2019-07-01T01:33:00Z,85.21899206429359
2019-07-01T01:34:00Z,65.33753385615101
2019-07-01T01:35:00Z,72.432069096593
2019-07-01T01:36:00Z,75.86221210669954
2019-07-01T01:37:00Z,101.30715691764013
2019-07-01T01:38:00Z,76.26928156629522
2019-07-01T01:39:00Z,81.23088789107116
2019-07-01T01:40:00Z,84.11396956034127
2019-07-01T01:41:00Z,88.76436914208024
2019-07-01T01:42:00Z,70.91540267369668
2019-07-01T01:43:00Z,75.89370622113854
2019-07-01T01:44:00Z,114.90378858439381
2019-07-01T01:45:00Z,76.77456523816173
2019-07-01T01:46:00Z,99.42220452552665
2019-07-01T01:47:00Z,75.49518649221828
2019-07-01T01:48:00Z,71.50651174931356
2019-07-01T01:49:00Z,76.38346067429882
2019-07-01T01:50:00Z,88.20709297810795
2019-07-01T01:51:00Z,95.97719472673843
2019-07-01T01:52:00Z,90.22033522136611
2019-07-01T01:53:00Z,109.59310817142702
2019-07-01T01:54:00Z,104.72932945645294
2019-07-01T01:55:00Z,77.33213691640162
2019-07-01T01:56:00Z,91.90766718184226
2019-07-01T01:57:00Z,84.93972769769549
2019-07-01T01:58:00Z,95.095593334013
2019-07-01T01:59:00Z,75.42434491037525
2019-07-01T02:00:00Z,83.59228995112998
2019-07-01T02:01:00Z,95.65262453392508
2019-07-01T02:02:00Z,96.26849646417988
2019-07-01T02:03:00Z,100.8280064196314
2019-07-01T02:04:00Z,93.2589152275819
2019-07-01T02:05:00Z,98.78743648276622
2019-07-01T02:06:00Z,84.71422998427913
2019-07-01T02:07:00Z,92.27087097246383
2019-07-01T02:08:00Z,88.09769575155308
2019-07-01T02:09:00Z,74.07042491696545
2019-07-01T02:10:00Z,77.26147074612965
2019-07-01T02:11:00Z,80.1132936108825
2019-07-01T02:12:00Z,91.82691319512581
2019-07-01T02:13:00Z,92.91831947190049
2019-07-01T02:14:00Z,90.10397250184994
2019-07-01T02:15:00Z,63.127874898219474
2019-07-01T02:16:00Z,110.74923665582352
2019-07-01T02:17:00Z,76.62487667532871
2019-07-01T02:18:00Z,84.29210657539
2019-07-01T02:19:00Z,110.76894415232144
2019-07-01T02:20:00Z,467.76206985540912
2019-07-01T02:21:00Z,89.43384349217573
2019-07-01T02:22:00Z,110.41932036586834
2019-07-01T02:23:00Z,83.00899946317158
2019-07-01T02:24:00Z,74.61775563856101
2019-07-01T02:25:00Z,79.60839765664575
2019-07-01T02:26:00Z,89.38293961282803
2019-07-01T02:27:00Z,93.52511029311418
2019-07-01T02:28:00Z,76.6966077827542
2019-07-01T02:29:00Z,67.28220851962395
2019-07-01T02:30:00Z,90.94706105780982
2019-07-01T02:31:00Z,81.33375966346553
2019-07-01T02:32:00Z,91.28298183025285
2019-07-01T02:33:00Z,102.14147084411911
2019-07-01T02:34:00Z,81.47956536040259
2019-07-01T02:35:00Z,81.72999270069788
2019-07-01T02:36:00Z,76.24490019263432
2019-07-01T02:37:00Z,115.56587587114282
2019-07-01T02:38:00Z,101.82797503957437
2019-07-01T02:39:00Z,55.001691961650415
2019-07-01T02:40:00Z,91.85835132978737
2019-07-01T02:41:00Z,68.65393185238747
2019-07-01T02:42:00Z,115.27092143207514
2019-07-01T02:43:00Z,90.85237514016697
2019-07-01T02:44:00Z,114.45741841604675
2019-07-01T02:45:00Z,64.3983719423253
2019-07-01T02:46:00Z,86.77955332120813
2019-07-01T02:47:00Z,110.79377417585277
2019-07-01T02:48:00Z,87.10063799157722
2019-07-01T02:49:00Z,91.1606387750153
2019-07-01T02:50:00Z,86.10156705927446
2019-07-01T02:51:00Z,94.53732287973891
2019-07-01T02:52:00Z,85.87717696172669
2019-07-01T02:53:00Z,61.4047454425807
2019-07-01T02:54:00Z,70.10237587692963
2019-07-01T02:55:00Z,100.25595699389444
2019-07-01T02:56:00Z,83.74501048313732
2019-07-01T02:57:00Z,79.51232388004988
2019-07-01T02:58:00Z,92.76306599973032
2019-07-01T02:59:00Z,97.1173321321463
2019-07-01T03:00:00Z,100.30080210008524
2019-07-01T03:01:00Z,79.20041662297726
2019-07-01T03:02:00Z,96.73069628987096
2019-07-01T03:03:00Z,90.7383195931644
2019-07-01T03:04:00Z,104.77062746164543
2019-07-01T03:05:00Z,112.52196282720101
2019-07-01T03:06:00Z,97.44401327763424
2019-07-01T03:07:00Z,80.290850568489
2019-07-01T03:08:00Z,84.02398052225122
2019-07-01T03:09:00Z,89.90943878676107
2019-07-01T03:10:00Z,81.68542728829807
2019-07-01T03:11:00Z,96.76129080034775
2019-07-01T03:12:00Z,78.99888561029283
2019-07-01T03:13:00Z,97.7491822853565
2019-07-01T03:14:00Z,74.67137828221725
2019-07-01T03:15:00Z,96.6540869721769
2019-07-01T03:16:00Z,84.19811706540023
2019-07-01T03:17:00Z,104.25826065504205
2019-07-01T03:18:00Z,100.66882059623786
2019-07-01T03:19:00Z,95.63572516033747
2019-07-01T03:20:00Z,79.35970092942839
2019-07-01T03:21:00Z,82.96084125209636
2019-07-01T03:22:00Z,91.36984318256995
2019-07-01T03:23:00Z,73.24836440787055
2019-07-01T03:24:00Z,76.10623408383866
2019-07-01T03:25:00Z,85.4722335839344
2019-07-01T03:26:00Z,78.60983589391635
2019-07-01T03:27:00Z,77.7177121529794
2019-07-01T03:28:00Z,81.9632248090958
2019-07-01T03:29:00Z,97.94451198458194
2019-07-01T03:30:00Z,117.11860682660456
2019-07-01T03:31:00Z,94.15762571312929
2019-07-01T03:32:00Z,84.61591842397362
2019-07-01T03:33:00Z,62.344609979177264
2019-07-01T03:34:00Z,85.71003356916654
2019-07-01T03:35:00Z,91.1008187844305
2019-07-01T03:36:00Z,107.44731979267787
2019-07-01T03:37:00Z,83.2490871173351
2019-07-01T03:38:00Z,102.97362313904459
2019-07-01T03:39:00Z,69.44076966558447
2019-07-01T03:40:00Z,80.98553286731651
2019-07-01T03:41:00Z,81.94091998139845
2019-07-01T03:42:00Z,72.46757803505838
2019-07-01T03:43:00Z,87.84309573386054
2019-07-01T03:44:00Z,70.85965752268037
2019-07-01T03:45:00Z,84.3267140964905
2019-07-01T03:46:00Z,88.7192977418567
2019-07-01T03:47:00Z,93.40886843199576
2019-07-01T03:48:00Z,94.07884346299531
2019-07-01T03:49:00Z,107.019472368877
2019-07-01T03:50:00Z,56.106644183457696
2019-07-01T03:51:00Z,96.82728000199084
2019-07-01T03:52:00Z,75.36081482974842
2019-07-01T03:53:00Z,91.32291246808714
2019-07-01T03:54:00Z,78.1601781631762
2019-07-01T03:55:00Z,101.78251946300205
2019-07-01T03:56:00Z,104.54029206055714
2019-07-01T03:57:00Z,89.35785927312024
2019-07-01T03:58:00Z,69.60532740110577
2019-07-01T03:59:00Z,86.16730954818034
2019-07-01T04:00:00Z,85.736871437271
2019-07-01T04:01:00Z,101.40030340782639
2019-07-01T04:02:00Z,81.32737521719055
2019-07-01T04:03:00Z,86.23280645258131
2019-07-01T04:04:00Z,96.99554695406545
2019-07-01T04:05:00Z,69.62606300380419
2019-07-01T04:06:00Z,91.25556144515284
2019-07-01T04:07:00Z,89.46390688969448
2019-07-01T04:08:00Z,87.17047929754405
2019-07-01T04:09:00Z,79.55544323044208
2019-07-01T04:10:00Z,91.68640745408285
2019-07-01T04:11:00Z,83.79179601595915
2019-07-01T04:12:00Z,87.25263126886703
2019-07-01T04:13:00Z,70.81486524471192
2019-07-01T04:14:00Z,64.62162551039474
2019-07-01T04:15:00Z,91.16441624857532
2019-07-01T04:16:00Z,90.97832382419315
2019-07-01T04:17:00Z,78.02539026691355
2019-07-01T04:18:00Z,95.91990964740604
2019-07-01T04:19:00Z,83.64898574828877
2019-07-01T04:20:00Z,87.58310866349287
2019-07-01T04:21:00Z,95.06111193758315
2019-07-01T04:22:00Z,89.55232265260223
2019-07-01T04:23:00Z,74.3623384223011
2019-07-01T04:24:00Z,79.73776174023217
2019-07-01T04:25:00Z,75.00436647546299
2019-07-01T04:26:00Z,73.96385798942325
2019-07-01T04:27:00Z,93.63733877467703
2019-07-01T04:28:00Z,63.32732464921361
2019-07-01T04:29:00Z,106.47113487430865
2019-07-01T04:30:00Z,54.19448363831519
2019-07-01T04:31:00Z,84.54153975571492
2019-07-01T04:32:00Z,59.528641289152496
2019-07-01T04:33:00Z,96.1564365394507
2019-07-01T04:34:00Z,77.05349507937473
2019-07-01T04:35:00Z,91.12784245942267
2019-07-01T04:36:00Z,73.86027357602623
2019-07-01T04:37:00Z,83.02136918550246
2019-07-01T04:38:00Z,88.26496177507454
2019-07-01T04:39:00Z,102.294341389127
2019-07-01T04:40:00Z,84.42184819427827
2019-07-01T04:41:00Z,83.88105706380128
2019-07-01T04:42:00Z,77.49005023246929
2019-07-01T04:43:00Z,87.1822927889456
2019-07-01T04:44:00Z,86.61312013508335
2019-07-01T04:45:00Z,84.870135503576
2019-07-01T04:46:00Z,81.79619680270318
2019-07-01T04:47:00Z,89.5163447709314
