timestamps,values
2019-07-01T00:00:00Z,206.707983133666
2019-07-01T00:01:00Z,168.33320044029384
2019-07-01T00:02:00Z,228.64147987879622
2019-07-01T00:03:00Z,142.47424236089896
2019-07-01T00:04:00Z,143.2261279427225
2019-07-01T00:05:00Z,212.16897497547995
2019-07-01T00:06:00Z,175.9739863243635
2019-07-01T00:07:00Z,118.2412135363873
2019-07-01T00:08:00Z,178.31786247695834
2019-07-01T00:09:00Z,170.37110871477125
2019-07-01T00:10:00Z,231.97576359005012
2019-07-01T00:11:00Z,151.17492225661903
2019-07-01T00:12:00Z,159.04548343000832
2019-07-01T00:13:00Z,188.87991544672596
2019-07-01T00:14:00Z,165.76832058270918
2019-07-01T00:15:00Z,152.0667250848187
2019-07-01T00:16:00Z,154.18869878015437
2019-07-01T00:17:00Z,160.9390879175979
2019-07-01T00:18:00Z,163.87693743163638
2019-07-01T00:19:00Z,211.63831701487325
2019-07-01T00:20:00Z,146.6991776520935
2019-07-01T00:21:00Z,172.9438987806879
2019-07-01T00:22:00Z,198.79739384107177
2019-07-01T00:23:00Z,187.74833663777247
2019-07-01T00:24:00Z,180.65343342120892
2019-07-01T00:25:00Z,152.92782301546416
2019-07-01T00:26:00Z,227.99617037915567
2019-07-01T00:27:00Z,164.00411818733141
2019-07-01T00:28:00Z,184.39276054475818
2019-07-01T00:29:00Z,217.87257008476826
2019-07-01T00:30:00Z,270.93442589944664
2019-07-01T00:31:00Z,187.30798614496484
2019-07-01T00:32:00Z,208.1254191385326
2019-07-01T00:33:00Z,160.6968148522424
2019-07-01T00:34:00Z,180.6074381916542
2019-07-01T00:35:00Z,155.43315307900983
2019-07-01T00:36:00Z,191.17008519493655
2019-07-01T00:37:00Z,196.35664369636567
2019-07-01T00:38:00Z,196.14146593604696
2019-07-01T00:39:00Z,158.02780241131282
2019-07-01T00:40:00Z,172.10562001960193
2019-07-01T00:41:00Z,211.8573878479384
2019-07-01T00:42:00Z,188.17260851361524
2019-07-01T00:43:00Z,257.5139198451648
2019-07-01T00:44:00Z,226.8064617023971
2019-07-01T00:45:00Z,175.50358127695293
2019-07-01T00:46:00Z,115.87365478005997
2019-07-01T00:47:00Z,167.39650248307754
2019-07-01T00:48:00Z,126.33606686060932
2019-07-01T00:49:00Z,245.7012260501495
2019-07-01T00:50:00Z,217.5847688989539
2019-07-01T00:51:00Z,166.02110048751783
2019-07-01T00:52:00Z,194.0387584973811
2019-07-01T00:53:00Z,148.91843814339074
2019-07-01T00:54:00Z,161.5358828204081
2019-07-01T00:55:00Z,239.6766674134205
2019-07-01T00:56:00Z,191.41033942914373
2019-07-01T00:57:00Z,209.5653879895891
2019-07-01T00:58:00Z,217.2354743148467
2019-07-01T00:59:00Z,155.99218471557666
2019-07-01T01:00:00Z,191.75709141617443
2019-07-01T01:01:00Z,201.61012064432472
2019-07-01T01:02:00Z,226.25706546705078
2019-07-01T01:03:00Z,206.17574381990102
2019-07-01T01:04:00Z,153.0936444661436
2019-07-01T01:05:00Z,193.66406734090168
2019-07-01T01:06:00Z,145.71862576953697
2019-07-01T01:07:00Z,220.00360779500784
2019-07-01T01:08:00Z,144.52408792214294
2019-07-01T01:09:00Z,210.74182057438264
2019-07-01T01:10:00Z,231.32449025850758
2019-07-01T01:11:00Z,228.68401497611214
2019-07-01T01:12:00Z,191.91659783822521
2019-07-01T01:13:00Z,165.82928064204114
2019-07-01T01:14:00Z,232.38105538498127
2019-07-01T01:15:00Z,214.40038894151257
2019-07-01T01:16:00Z,205.91945561958096
2019-07-01T01:17:00Z,141.19926674867162
2019-07-01T01:18:00Z,169.16096722253215
2019-07-01T01:19:00Z,127.99457878384717
2019-07-01T01:20:00Z,172.48126656738447
2019-07-01T01:21:00Z,191.72950947930974
2019-07-01T01:22:00Z,210.46717796309343
2019-07-01T01:23:00Z,136.53295166606046
2019-07-01T01:24:00Z,215.8186462172418
2019-07-01T01:25:00Z,187.79963430573014
2019-07-01T01:26:00Z,174.1604320471314
2019-07-01T01:27:00Z,196.41992267021416
2019-07-01T01:28:00Z,164.68987384268496
2019-07-01T01:29:00Z,230.04367112431686
2019-07-01T01:30:00Z,201.2070908100288
2019-07-01T01:31:00Z,155.803687472937
2019-07-01T01:32:00Z,194.2137619054295
2019-07-01T01:33:00Z,177.921845918151
2019-07-01T01:34:00Z,193.0850497344448
2019-07-01T01:35:00Z,152.29780446145418
2019-07-01T01:36:00Z,168.50606314066442
2019-07-01T01:37:00Z,201.0703879058574
2019-07-01T01:38:00Z,182.76223042326737
2019-07-01T01:39:00Z,222.76694311663647
2019-07-01T01:40:00Z,204.8980457126557
2019-07-01T01:41:00Z,147.22697774900132
2019-07-01T01:42:00Z,167.08596616012076
2019-07-01T01:43:00Z,170.84199475526577
2019-07-01T01:44:00Z,220.52672589087743
2019-07-01T01:45:00Z,138.26946182651446
2019-07-01T01:46:00Z,198.22807918483824
2019-07-01T01:47:00Z,161.98102077973934
2019-07-01T01:48:00Z,176.06446379371388
2019-07-01T01:49:00Z,152.45718920120746
2019-07-01T01:50:00Z,162.63508764997636
2019-07-01T01:51:00Z,201.22884708587083
2019-07-01T01:52:00Z,118.03561812740907
2019-07-01T01:53:00Z,252.68223017733283
2019-07-01T01:54:00Z,201.25189293672648
2019-07-01T01:55:00Z,186.8441910786016
2019-07-01T01:56:00Z,226.722322254218
2019-07-01T01:57:00Z,225.8178474791544
2019-07-01T01:58:00Z,186.41058907611716
2019-07-01T01:59:00Z,180.5717905063377
2019-07-01T02:00:00Z,197.56310142464554
2019-07-01T02:01:00Z,156.99221432722885
2019-07-01T02:02:00Z,202.70270964187486
2019-07-01T02:03:00Z,195.69248412998292
2019-07-01T02:04:00Z,174.0128191633505
2019-07-01T02:05:00Z,207.36820741017664
2019-07-01T02:06:00Z,194.43118635017544
